MATERIAL	DESCRIÇÃO DO MATERIAL	Tipo de Material
8008	CAMISA POLO FEMININA ADM TAM.GG	OUTROS
8009	CAMISA POLO FEMININA ADM TAM.XG	OUTROS
8010	CAMISA POLO MASCULINA ADM TAM.P	OUTROS
8011	CAMISA POLO MASCULINA ADM TAM.M	OUTROS
8013	CAMISA POLO MASCULINA ADM TAM.GG	OUTROS
8014	CAMISA POLO MASCULINA ADM TAM.XG	OUTROS
8015	CAMISA POLO MASCULINA ADM TAM.XXG	OUTROS
8016	CAMISA POLO VERDE DEGRADE TÉC. SEG M	OUTROS
8017	CAMISA POLO VERDE DEGRADE TÉC. SEG G	OUTROS
8018	CAMISA POLO VERDE DEGRADE TEC. SEG GG	OUTROS
8019	CAMISA SOCIAL DE MANGA CURTA PORTARIA M	OUTROS
8020	CAMISA SOCIAL DE MANGA CURTA PORTARIA G	OUTROS
6196	ESGUINCHO REGULAVEL DE 2" 1/2	OUTROS
7813	MANGUEIRA DE INCÊNDIO 1.1/2 15MT TIPO 2	OUTROS
8003	CAIXA DE ABRIGO DE MANGUEIRAS  70X50X25	OUTROS
8023	CANECA INOX COM TAMPA 200ML PRATA	OUTROS
7996	CAMISA MALHA AZUL MESCLA 100% ALG."3C" TAM.M	OUTROS
8024	CAMISA MALHA AZUL MESCLA 100% ALG."3C" TAM.GG	OUTROS
8115	CAMISA MALHA AZUL MESCLA 100% ALG."3C" TAM.XG	OUTROS
8061	CORDA DE LINHA VIVA 12MM - ROLO C/ 150 METROS	EPC
8064	CADEIRA COM TELA C/ BACK SYSTEM II	OUTROS
8052	MALETA DE INSPEÇÃO MIS-102	OUTROS
8124	PRENSA CABO PRETO REDONDO 1'' BSP	OUTROS
8125	CINTA BAP 800 C/PARAF.	OUTROS
8126	ALCA PRE-FORM.1 AWG 35MM	OUTROS
8127	FITA ISOLANTE 3M IMPERIAL 18MM X 20M PRETA	OUTROS
8128	ALCA PRE-FORM.1/0 AWG 50MM	OUTROS
8129	PRENSA CABO PRETO REDONDO 3/4 BSP	OUTROS
8130	ALCA PRE-FORM.6 AWG 10MM	OUTROS
8131	ABRAÇADEIRA FITA NYLON 760 X 9,0MM PRETA	OUTROS
8132	ALCA PRE-FORM.2 AWG 25MM	OUTROS
8133	SUPORTE P/BRACADEIRA FITA 9MM 3.401 PRETO	OUTROS
8135	PARAF. MAQUINA 3/16 X 1''	OUTROS
8136	BUCHA S8 C/ PARAFUSO.CAB.PANELA	OUTROS
8137	ABRAÇADEIRA FITA NYLON 200 X 4,8MM INCOLOR	OUTROS
8138	FUSIVEL DE VIDRO PEQUENO 6A	OUTROS
8139	FUSIVEL DE VIDRO PEQUENO 3,15A	OUTROS
8140	FUSIVEL P/CARRO 20A PQ	OUTROS
8141	FIO BICOLOR POLARIZADO 2X1.5MM	OUTROS
8142	TERMINAL OLHAL 0.5-1.5MM	OUTROS
8339	CHAVE CANHÃO 9MM ISOLADA	FERRAMENTAL
8340	CHAVE CANHÃO 7MM ISOLADA	FERRAMENTAL
8148	CABO DE IMPRESSORA 10 METROS	OUTROS
8038	CABO SERIAL DB9 MACHO E FÊMEA 10 METROS	OUTROS
8149	CABO DE REDE 10 METROS	OUTROS
8062	SMARTPHONE SAMSUNG GALAXY A20	OUTROS
8041	CABO UTP CAT 5E BLINDADO - 10 METROS	OUTROS
8160	HEAD SET INTELBRAS THS 55 USB	OUTROS
8161	ADAPTADOR DB9/DB25	OUTROS
8035	SUGADOR DE SOLDA	OUTROS
8051	SPRAY LUBRIFICANTE LATA	OUTROS
8143	CABO COM 1,82 METROS SEL-C662	OUTROS
8150	TONER BROTHER ORIGINAL TN2370/DCPL	OUTROS
8162	PROJETOR EPSON POWERLITE X39	OUTROS
8089	LAMPADA CAMARÃO	OUTROS
8090	LAMPADA 67 5W	OUTROS
8091	LAMPADA 69 4W	OUTROS
8092	LAMPADA TORPEDO	OUTROS
8093	LAMPADA UM POLO	OUTROS
8094	LAMPADA DOIS POLOS	OUTROS
8095	LAMPADA AMARELA PINO Y	OUTROS
8096	LAMPADA H4	OUTROS
8097	LAMPADA H1	OUTROS
8098	LAMPADA H7	OUTROS
8036	PINCEL SEDA 1''	OUTROS
8114	CAMISA SOCIAL DE MANGA CURTA PORTARIA GG	OUTROS
6795	CALIBRADOR PORTATIL 15A MTU-XV-CCC	FERRAMENTAL
8111	CABO HDMI 10 METROS	OUTROS
8159	LEITOR DE CÓDIGO DE BARRAS	OUTROS
8102	BUSSOLA PARABÓLICA DE MÃO	OUTROS
8169	DISPENSER P/ SABONETE LIQUIDO C/ RESERVATÓRIO	OUTROS
8170	SUPORTE P/ PAPEL HIGIENICO ROLÃO	OUTROS
8171	SUPORTE P/ PAPEL TOALHA - BOBINA	OUTROS
8172	LIXEIRA DE 20L C/ TAMPA E PEDAL - PRETA	OUTROS
8173	LIXEIRA DE 100L C/ TAMPA E PEDAL - PRETA	OUTROS
8174	VASSOURA GRANDE - GARI	OUTROS
8175	PÁ QUADRADA DE OBRA	FERRAMENTAL
8176	BALDE GRANDE 20L	OUTROS
8177	VASCULHO DE TETO	OUTROS
8147	MEMÓRIA MOD. DDR3L 1600Mhz 8G	OUTROS
8076	CARRINHO PARA CARGA	OUTROS
8101	ESPUMA EXPANSIVA	OUTROS
8103	CONJUNTO DE CHAVES DE PRECISÃO	FERRAMENTAL
8104	CHAVE COMBINADA CATRACA 9mm	FERRAMENTAL
8106	CHAVE COMBINADA CATRACA 11mm	FERRAMENTAL
8107	CHAVE COMBINADA CATRACA 15mm	FERRAMENTAL
8109	EXTENSÃO 127V 5M 10A C/ 3 TOMADAS	OUTROS
8110	CHAVE CANHÃO 07MM - NÃO ISOLADA	FERRAMENTAL
8105	ESCADA EXTENSIVA 4,8M	OUTROS
8163	LUMINÁRIA MESA LUPA LED	OUTROS
8164	PROTETOR FACIAL ARCO ELÉTRICO V-GARD 190 ARC PLUS COMPLETO	EPI
8199	A ÚLTIMA CARTA DO TENENTE - 4ª EDIÇÃO	OUTROS
8200	COMO PASSAR EM PROVAS E CONCURSOS - 29ª EDIÇÃO	OUTROS
8193	BATERIA VK04 NOTEBOOK HSTNN-YB4D 14.4V 37Wh (HP PAVILLION 14-b065br)	OUTROS
8201	O PODER DOS DEZ MANDAMENTOS	OUTROS
8202	FORMIGAS	OUTROS
8197	SUPORTE UNIVERSAL ARTICULADO FLEXÍVEL - VEX CLIP	OUTROS
8204	DETECTOR TENSÃO APROX MIN 2KV P/ CAPACETE C/ LANTERNA FEMECA	FERRAMENTAL
8085	KIT CAMERA FORTTIS	OUTROS
8180	BATERIA NOT HP PAVILION DM4 (HPMU06 11.1v 62w 5225mAh)	OUTROS
8181	BATERIA NOT HP PAVILION 14 (14.8v 41Wh 2580mAh)	OUTROS
8182	BATERIA NOT LENOVO B490 (L11S9Y01 10.8v 48Wh 44000mAh)	OUTROS
8338	MEMÓRIA 8GB DDR4 2400MHZ PARA DESKTOP	OUTROS
8296	CAMISA POLO SUPERVISOR MASC. AZUL G (LISTRA NA MANGA)	OUTROS
8320	CAMISA POLO SUPERVISOR MASC. AZUL GG (LISTRA NA MANGA)	OUTROS
8321	CAMISA POLO SUPERVISOR MASC. AZUL M (LISTRA NA MANGA)	OUTROS
8322	CAMISA POLO SUPERVISOR MASC. AZUL P (LISTRA NA MANGA)	OUTROS
8297	CAMISA POLO SUPERVISOR FEM. AZUL GG (LISTRA NA MANGA)	OUTROS
8318	CAMISA POLO SUPERVISOR FEM. AZUL M (LISTRA NA MANGA)	OUTROS
8319	CAMISA POLO SUPERVISOR FEM. AZUL P (LISTRA NA MANGA)	OUTROS
8298	CAMISA POLO TÉCNICO MASC. AZUL DEGRADÊ G	OUTROS
8315	CAMISA POLO TÉCNICO MASC. AZUL DEGRADÊ GG	OUTROS
8316	CAMISA POLO TÉCNICO MASC. AZUL DEGRADÊ M	OUTROS
8317	CAMISA POLO TÉCNICO MASC. AZUL DEGRADÊ P	OUTROS
8299	CAMISA POLO TÉCNICO FEM. AZUL DEGRADÊ G	OUTROS
8313	CAMISA POLO TÉCNICO FEM. AZUL DEGRADÊ M	OUTROS
8314	CAMISA POLO TÉCNICO FEM. AZUL DEGRADÊ P	OUTROS
8300	GUARDA PÓ 3/4 MANGAS CURTAS G	OUTROS
8310	GUARDA PÓ 3/4 MANGAS CURTAS GG	OUTROS
8311	GUARDA PÓ 3/4 MANGAS CURTAS M	OUTROS
8312	GUARDA PÓ 3/4 MANGAS CURTAS P	OUTROS
8301	CAMISA POLO MASCULINA COORDENADOR G	OUTROS
8306	CAMISA POLO MASCULINA COORDENADOR GG	OUTROS
8307	CAMISA POLO MASCULINA COORDENADOR M	OUTROS
8308	CAMISA POLO MASCULINA COORDENADOR P	OUTROS
8309	CAMISA POLO MASCULINA COORDENADOR XG	OUTROS
8302	CAMISA POLO FEMININA COORDENADOR G	OUTROS
8304	CAMISA POLO FEMININA COORDENADOR M	OUTROS
8305	CAMISA POLO FEMININA COORDENADOR P	OUTROS
8303	CAMISA SOCIAL DE MANGA CURTA PORTARIA XXG	OUTROS
8343	CELULA OTICA COM CABO DE 2 METROS SERIAL DB9	OUTROS
8349	COLA BASTÃO 10gr	OUTROS
7991	MOSQUETOES TIPO PERA (TRIPLA TRAVA)	EPI
8408	LIVRO ATA S/ MARGEM 100 FLS	ESCRITÓRIO
8410	CABO DE REDE CAT5 DE COBRE 305mts	OUTROS
8411	CABO DE REDE CAT6 DE COBRE 305mts	OUTROS
8218	BARRAMENTO DE NEUTRO (AZUL)	OUTROS
8219	BARRAMENTO DE TERRA (VERDE)	OUTROS
8222	BARRAMENTO TRIFÁSICO PARA 28 POSIÇÕES 100A	OUTROS
8223	BARRAMENTO TRIFÁSICO PARA 34 POSIÇÕES 150A	OUTROS
8232	DISJUNTOR BIPOLAR 10A	OUTROS
8233	DISJUNTOR BIPOLAR 20A	OUTROS
8237	DISJUNTOR BIPOLAR 25A	OUTROS
8236	DISJUNTOR BIPOLAR 32A	OUTROS
8234	DISJUNTOR BIPOLAR 40A	OUTROS
8235	DISJUNTOR BIPOLAR 50A	OUTROS
8238	DISJUNTOR MONOPOLAR 10A	OUTROS
8239	DISJUNTOR MONOPOLAR 16A	OUTROS
8242	DISJUNTOR MONOPOLAR 20A	OUTROS
8240	DISJUNTOR MONOPOLAR 25A	OUTROS
8241	DISJUNTOR MONOPOLAR 32A	OUTROS
8243	DISJUNTOR MONOPOLAR 40A	OUTROS
8246	DISJUNTOR MONOPOLAR 50A	OUTROS
8244	DISJUNTOR TRIPOLAR 20A	OUTROS
8245	DISJUNTOR TRIPOLAR 32A	OUTROS
8248	DISJUNTOR TRIPOLAR 40A	OUTROS
8249	DISJUNTOR TRIPOLAR 50A	OUTROS
8247	DISJUNTOR TRIPOLAR 25A	OUTROS
8256	DISJUNTOR DIFERENCIAL RESIDUAL DR 100A/30mA	OUTROS
8336	DISJUNTOR DIFERENCIAL RESIDUAL 125A/30mA	OUTROS
8252	DISJUNTOR DIFERENCIAL RESIDUAL DR 40A/30mA	OUTROS
8337	DISJUNTOR DIFERENCIAL RESIDUAL DR 63A/30mA	OUTROS
8335	DISJUNTOR DIFERENCIAL RESIDUAL DR 80A/30mA	OUTROS
8253	INTERRUPTOR SIMPLES	OUTROS
8255	QUADRO DE DISJUNTORES PARA 12 POSIÇÕES	OUTROS
8257	QUADRO PARA 24 POSIÇÕES TRIFÁSICO 150A	OUTROS
8334	QUADRO PARA 56 DISJUNTORES TRIFÁSICO 225A DE EMBUTIR	OUTROS
8226	CABO FLEXÍVEL 2,5mm² PRETO (100 metros)	OUTROS
8225	CABO FLEXÍVEL 2,5mm² AZUL (100 metros)	OUTROS
8227	CABO FLEXÍVEL 2,5mm² VERDE (100 metros)	OUTROS
8229	CABO FLEXÍVEL 4mm² PRETO (100 metros)	OUTROS
8228	CABO FLEXÍVEL 4mm² AZUL (100 metros)	OUTROS
8230	CABO FLEXÍVEL 4mm² VERDE (100 metros)	OUTROS
8231	CABO FLEXÍVEL 6mm² PRETO (100 metros)	OUTROS
8261	TERMINAL AGULHA 4mm	OUTROS
8260	TERMINAL AGULHA 6mm	OUTROS
8259	TERMINAL AGULHA 10mm	OUTROS
8265	TOMADA 4/4 DE 2 SEÇÕES	OUTROS
8266	TRILHO DE FIXAÇÃO	OUTROS
8263	TUBO PVC 1" (Eletroduto)	OUTROS
8264	TUBO PVC 3/4" (Eletroduto)	OUTROS
8224	BARRAMENTO TRIFÁSICO PARA 56 POSIÇÕES 225A	OUTROS
8467	FITA DEMARCACAO DE SOLO 48MMX30MT - VERMELHA	OUTROS
8468	FITA DEMARCACAO DE SOLO 48MMX30MT - AMARELA	OUTROS
8469	LUVA ANTI CORTE KRYTECH 586 - TAM G	EPI
8466	BATERIA PARA NOTEBOOK HP PROBOOK 6450B SIMILAR	OUTROS
8503	SERRA TIPO COPO DE 48MM	FERRAMENTAL
8481	CHAVEIRO TRIM 03 FUNCOES C/ LOGO 3C	FERRAMENTAL
8477	CONEXÃO LEQUE PLUS 70X70 - PARA MESA	OUTROS
8511	TELEFONE PANASONIC S/ FIO DECT 6.0 KXTGB110LB C/ IDENTIFICADOR DE CHAMADAS	OUTROS
8513	MICROONDAS ELECTROLUX 31L MEF41 110V BRANCO	OUTROS
8514	SANDUICHEIRA E GRILL BRITÂNIA PRESS INOX - PRETO/INOX	OUTROS
8515	MIXER BRITANIA 3 EM 1 COM TRITURADOR DE ALIMENTOS E BATEDOR DE CLARAS 200W	OUTROS
8512	CÂMERA FOTOGRÁFICA DIGITAL SONY DSC W800	OUTROS
8521	FITA ADESIVA ANTI-DERRAPANTE ROLO 50X5	OUTROS
8524	ETIQUETA PIMACO INKJET + LASER - PAPEL CARTA 6282	OUTROS
8531	SINALIZADOR DE GARAGEM DE LED C/BIP BIVOLT	OUTROS
8529	TERMOMETRO 174H DATA LOGGER PARA TEMPERATURA E UMIDADE - TESTO 174H S/ INTERFACE USB	FERRAMENTAL
8563	TERMOMETRO 174H DATA LOGGER PARA TEMPERATURA E UMIDADE TESTO 174H C/ INTERFACE USB	FERRAMENTAL
8562	ESPELHO CONVEXO 60CM DIAMETRO, ANTI ESTILHAÇAMENTO E BORDA DE BORRACHA	OUTROS
8574	GALAO DE COMBUSTIVEL SEAFLO 5L VERMELHO C/ BICO P/ CONTROLE	OUTROS
7907	HD SATA DE 1TB	OUTROS
8571	TAPETE DE VINIL PERSONALIZADO 2,02 X 0,76 X 14mm ESPESSURA.	OUTROS
8578	ALCOOL GEL 70º SANITIZANTE P/ MAOS PUMP 400ML	OUTROS
8579	ENTORNO LABORAL A1/B1 EDICION AMPLIADA + AUDIO DESCARGABLE	OUTROS
8576	ESMERILHADEIRA ELETR 4.1/2" 600W	FERRAMENTAL
8625	PANO MULTIUSO ROLO 300M BRANCO	OUTROS
8626	BORRIFADOR PLÁSTICO 500ML	OUTROS
8664	CAIXA DE BOMBOM	OUTROS
8590	KIT CAMERA FORTTIS CARROS LEVES	OUTROS
8642	CARTAO DE ACIONAMENTO POR APROXIMACAO RFID 13.56MH	OUTROS
8643	FECHADURA FE 2015 PRATA S/ SENSOR	OUTROS
8644	FONTE DE ALIMENTACAO ININTERRUPTA	OUTROS
8645	BATERIA VRLA 12V - XB 12AL	OUTROS
8646	CONTROLADOR DE ACESSO AS 203	OUTROS
8719	CAMISA POLO FEMININA COORDENADOR GG	OUTROS
8736	RESERVATÓRIO P/ DISPENSER DE SABONETE LIQ. 800ml	OUTROS
8724	TORNEIRA AUTOMÁTICA DE MESA CROMADA	OUTROS
8725	TORNEIRA LAVAT PAREDE AUTOMÁTICA CROMADA	OUTROS
8757	SWITCH TP-LINK 16P 10/100/1000 MBPS TL-SG1016D	OUTROS
8758	ORGANIZADOR DE CABOS	OUTROS
8759	NOBREAK SMS 1200VA STATION II BIV/115V	OUTROS
8765	PLACA ROTA DE FUGA 21x15CM PVC 2MM ADESIVADO	OUTROS
8766	PLACA PROIBIDO FUMAR 21x30CM PVC 2MM ADESIVADO	OUTROS
8767	PLACA AVISO ÁREA RESTRITA 21x30CM PVC 2MM ADESIVADO	OUTROS
8768	PLACA RISCO DE CHOQUE ELÉTRICO 21x30CM PVC 2MM ADESIVADO	OUTROS
8769	PLACA BANHEIRO FEMININO 15x21CM PVC 2MM ADESIVADO	OUTROS
8770	PLACA BANHEIRO MASCULINO 15x21CM PVC 2MM ADESIVADO	OUTROS
8771	PLACA USO OBRIGATÓRIO DE LUVAS 21x30CM PVC 2MM ADESIVADO	OUTROS
8772	PLACA USO OBRIGATÓRIO DE CAPACETE 21x30CM PVC 2MM ADESIVADO	OUTROS
8773	PLACA USO OBRIGATÓRIO DE BOTAS 21x30CM PVC 2MM ADESIVADO	OUTROS
8774	PLACA EXTINTOR DE INCÊNDIO 15x21CM PVC 2MM ADESIVADO	OUTROS
8775	PLACA USO OBRIGATÓRIO DE EPI'S 21x30CM PVC 2MM ADESIVADO	OUTROS
8783	TAPETE DE VINIL PERSONALIZADO 1,18 x 0,50 x 14mm ESPESSURA	OUTROS
8797	GELO BAIANO 1M COMPR. X 20CM BASE X 20CM ALTURA	OUTROS
8798	BATE RODAS 1M COMPR. X 17CM BASE X 13CM ALTURA	OUTROS
8831	PLAQUINHA DE PATRIMONIO 4,6 CM X 1,5 CM	OUTROS
8854	ABRAÇADEIRA COPO 3/4" C-3/4	OUTROS
8871	ESCADA DE FIBRA DE VIDRO C/ 7 DEGRAUS ANTIDERRAPANTE	OUTROS
8885	EXTINTOR DE INCÊNDIO PQS 12 KG - CLASSE ABC	OUTROS
8886	EXTINTOR DE INCÊNDIO CO2 06 KG - CLASSE BC	OUTROS
8887	EXTINTOR DE INCÊNDIO AP 10L - CLASSE A	OUTROS
8888	PLACA EXTINTOR DE PÓ ABC EM PVC 20 x 20 CM	OUTROS
8889	PLACA EXTINTOR DE CO2 EM PVC 20 x 20 CM	OUTROS
8890	PLACA EXTINTOR DE ÁGUA EM PVC 20 x 20 CM	OUTROS
8800	PORTA FOLDER ACRÍLICO A4	OUTROS
8902	BASE DE TROCA (COMPRESSOR/CABEÇOTE)	OUTROS
8916	CENTRAL DE ALARME DE INC. C/ 12 SETORES 12V C/ BATERIA	OUTROS
8920	ABNT NBR 16092:2019 - CESTAS AÉREAS ESPECIFICAÇÕES E ENSAIOS	OUTROS
8921	ABNT NBR 8221:2019 - CAPACETE DE SEGURANÇA P/ USO OCUPACIONAL	OUTROS
8943	CABO DE COBRE NU 35MM NORMATIZADO	OUTROS
8944	CONECTOR SPLIT BOLT DE 35MM	OUTROS
8947	CAMISA SOCIAL MASC. MANGA LONGA INDIGO TAM. M	OUTROS
8948	CAMISA SOCIAL MASC. MANGA LONGA INDIGO TAM. G	OUTROS
8949	CAMISA SOCIAL MASC. MANGA LONGA INDIGO TAM. GG	OUTROS
9016	RELOGIO TERMO HIGROMETRO DIGITAL MT 242-A MINIPA	OUTROS
9030	CAIXA DE CABO CAT 5	OUTROS
9031	CAIXA DE CABO CAT 6	OUTROS
9032	ABRAÇADEIRA TIGRE DE ENCAIXE	OUTROS
9033	TUBO CONDULETE DE 1/2 COM 3 METROS	OUTROS
9034	CAIXA DE PASSAGEM	OUTROS
9017	CALÇO SAPATA BORRACHA VULC. P/CAMINHÃO 400x280x8400M1M	FERRAMENTAL
9100	CABINHO 4,0MM 750V PRETO METRO	OUTROS
9101	CABINHO 4,0MM 750V VERDE METRO	OUTROS
9102	CABINHO 4,0MM 750V AZUL METRO	OUTROS
9103	CONECTOR 5/8 TIPO U	OUTROS
9104	MINI DISJUNTOR 3P 100A CURVA 5KA 230/400V	OUTROS
9106	CAIXA DE ATERRAMENTO N1 PADRAO 200MM X 232MM	OUTROS
9143	PORTA BANNER COM GARRAS 2,20M TRIPE SUPORTE ALUMINIO	OUTROS
9146	PLACA AVISO ACESSO RESTRITO 20X30CM PVC 1MM ADESIVADO	OUTROS
9148	KIT BASTÃO E CORRENTE PARA SKY 10.4	OUTROS
9157	QUADRO BRANCO MAGNÉTICO 120x90	OUTROS
9203	BICO DUPLO PARA CALIBRAR PNEUS	OUTROS
9204	FILTRO REGULADOR DE AR YANGUI	OUTROS
9205	ESPIGÃO DE ROSCA 1/4 PARA MANGUEIRA 1/4	OUTROS
9206	ABRAÇADEIRA 10-13	OUTROS
9213	DISPLAY MULTIUSO A3 PARA INFORMATIVOS	OUTROS
9214	DISJUNTOR MINI 2P 25A CURVA C 3KA SDD62C25	OUTROS
9215	DISJUNTOR MINI 2P 40A CURVA C 3KA SDD62C40	OUTROS
9216	DISJUNTOR MINI 2P 20A CURVA C 3KA SDD62C20	OUTROS
8440	TERMINAL COMPRESSAO 1F/1C 50MM TM-50-10	OUTROS
9217	BARRAMENTO	OUTROS
7421	ADESIVO P/ CAPACETE LOGO ENEL	OUTROS
8990	EXTRATOR DE FUSIVEL NH	OUTROS
9241	CAMISA SOCIAL MASC. MANGA LONGA INDIGO TAM. P	OUTROS
9242	CAMISA SOCIAL MASC. MANGA LONGA BRANCA TAM. P	OUTROS
9243	CAMISA SOCIAL FEM. MANGA LONGA BRANCA TAM. M	OUTROS
9244	CAMISA SOCIAL MASC. MANGA LONGA PRETA TAM. P	OUTROS
9245	CAMISA SOCIAL FEM. MANGA LONGA PRETA TAM. M	OUTROS
9191	VARA DE MANOBRA C/ 7 ELEMENTOS	FERRAMENTAL
9275	LEITOR DE CARTAO DE MEMORIA USB 3.0 AC290 MULTILASER	OUTROS
9246	PLACA RISCO DE CHOQUE ELÉTRICO 40x40cm PVC 2MM	OUTROS
8286	ARCO DE SERRA P/LÂMINA DE 12"	FERRAMENTAL
9323	FREIO ABS AZUL	EPC
9324	PROTETOR AURICULAR PLUG 3M 1110 C/C CEST: 28.057.00	EPI
9325	CAPA DE ROTA DE FUGA P/ CONE (PADRÃO ENEL)	EPC
9326	FITA MAGNÉTICA P/ ROTA DE FUGA	EPC
9327	MULTIMETRO MINIPA CAT. IV	FERRAMENTAL
9328	PLACA DE PASSAGEM DE PEDESTRE	OUTROS
9329	SOQUETE 14 MM P/CHAVE CATRACA	FERRAMENTAL
9330	VARA TELESCÓPICA DE 7 ELEMENTOS	FERRAMENTAL
9331	DISPOSITIVO ANTI-QUEDA	EPC
9318	RESPIRADOR 3M SEMI-FAC ELASTOM MD 6200 H000231	EPI
9319	FILTRO CART QUIM VO/GA 6003/60 H0002129056 3M	OUTROS
8866	DETERGENTE LÍQUIDO 500 ML	OUTROS
8612	ÁGUA SANITÁRIA 2L	OUTROS
8611	PEDRA SANITÁRIA	OUTROS
8617	SACO DE LIXO - 60 LT C/100	OUTROS
9306	INSETICIDA SBP	OUTROS
9347	GARRAFA DE TINTA PRETO EPSON 673 CÓD. T673120-AL	OUTROS
9346	ALICATE CORTA CABOS 7.1/2 AÇO FORJADO PLAST. VONDER	FERRAMENTAL
8782	SMARTPHONE SAMSUNG GALAXY A10S	OUTROS
9305	CAPA PARA COLETOR DE DADOS MODELO EDA51	OUTROS
9357	BASTÃO DE MANOBRA P/ LINHA VIVA3,2m C/ BOLSA	FERRAMENTAL
9358	BOLSA DE LONA VERDE P/ ACONDICIONAMENTO DE EPI	EPC
9359	CHAVE DE BOCA AJUSTÁVEL DE 200MM ISOLADA 1000V	FERRAMENTAL
9360	CHAVE DE BOCA AJUSTÁVEL DE 300MM ISOLADA 1000V	FERRAMENTAL
9361	CHAVE DE FENDA 5/16" X 12" ISOLADA	FERRAMENTAL
9367	ENCERADO DE LONA 4,00M X 3,00M	OUTROS
9362	ESTOJO PARA ÓCULOS DE SEGURANÇA	OUTROS
9368	GANCHO TIPO II P/ ANCORAGEM	OUTROS
9363	LAMINA SERRA ACO RAPIDO 300MMx13MM 24 DENTES STARRET	FERRAMENTAL
9364	LUVA DE BORRACHA CLASSE I ORION - EMS 24	EPI
9365	MANGA ISOLANTE CLASSE II 17 kV ORION - EMS	EPC
9028	PERNEIRA - PROTEÇÃO PARA AS PERNAS	EPI
9366	TRENA LARGURA 9/16" 14,3MM x 50 METROS DE COMPRIMENTO	OUTROS
9369	BOLSA DE LONA P/ LUVAS ISOLANTES C/ DUAS DIVISÕES	EPC
9370	BOLSA MALETA C/ PORTA CADEADO GRANDE	EPC
9371	CARRETILHA EM ALUMÍNIO-LIGA C/ GANCHO DE AÇO	OUTROS
8607	LUVA ISOLANTE BORRACHA 5 KV CLASSE 0 ORION - EMS	EPI
9372	LUVA DE BORRACHA CLASSE II 17 kV ORION - EMS 24	EPI
9373	CADEADO DE LATÃO, TAMANHO 35 MM	OUTROS
9378	CAIXA GRANDE P/ ACOMODAÇÃO DE FERRAMENTAS	FERRAMENTAL
9374	CHAVE DE BOCA 13MM ISOLADA 1000V	FERRAMENTAL
9377	CHAVE DE ESTRIA 13MM C/ CATRACA ISOLADA 1000V	FERRAMENTAL
9375	CONE 75 CM PVC EXTRA FLEXIVEL B:39x39CM A:75CM ENEL	EPC
9376	LUVA DE COBERTURA P/ LUVA DE BORRACHA - EMS 26	EPI
9401	ALCOOL LÍQUIDO DE 70º 1L P/ LIMPEZA	OUTROS
9402	CABO USB/SERIAL	OUTROS
9410	CINTA DE MOVIMENTAÇÃO DE RELIGADOR C/ 4 PERNAS	OUTROS
9409	CALÇO DE RODAS SP230 15 TONELADAS	FERRAMENTAL
9411	FITA SLIM 1,20 AMARELA	OUTROS
9417	FITA TUBULAR 1 METRO	OUTROS
8577	BANQUETA ISOLADA P/ OPERAÇÃO DE GUINDAUTO	EPC
9416	LOAD BUSTER 15KV C/ CONTADOR DE OPERADOR	FERRAMENTAL
9421	BANDEIRA DE SINALIZAÇÃO P/ ATERRAMENTO	EPC
9422	CONJ. ATERRAMENTO REDE DIST. PRIMÁRIA 34.5kV (AT-	OUTROS
9423	CONJ. ATERRAMENTO REDE DIST. SECUNDÁRIA 380/220V	OUTROS
9424	BOLSA PARA BASTÃO GLV	EPC
9420	CORDA DE POLIAMIDA 12MM	EPC
9419	CORDA DE POLIPROPILENO 10MM	EPC
9418	CORDA DE POLIPROPILENO 12MM	EPC
9425	BOLSA P/ VARA TELESCÓPICA	EPC
9413	BICO PARA VARA TELESCÓPICA	FERRAMENTAL
9412	BOLSA P/ LINHA DE VIDA	EPC
9414	CHAVE BOCA ISOLADA 17MM	FERRAMENTAL
9415	CHAVE ESTRIA ISOLADA 17MM	FERRAMENTAL
9432	BLOCO DE ILUMINAÇÃO EMERGENCIA INTELBRAS BLA	OUTROS
9438	CALÇO DE SAPATA	FERRAMENTAL
9450	TESOURA DE CONDUTOR ENERGIZADO	FERRAMENTAL
9453	JOGO DE CHAVES COMBINADAS 6 A 32MM C/ 26 PÇS	FERRAMENTAL
9454	JOGO DE CHAVES ESTRELA 6 A 32MM C/ 26 PÇS	FERRAMENTAL
9455	JOGO DE CHAVE ALLEN LGA 1,5 A 14MM	FERRAMENTAL
9456	CAIXA DE FERRAMENTAS C/ 5 GAVETAS	FERRAMENTAL
9469	ALICATE DE PRESSAO 10	FERRAMENTAL
9470	ALICATE DE CORTE DIAGONAL ISOLADO 6"	FERRAMENTAL
9472	ALICATE P/ ABRAÇADEIRAS	FERRAMENTAL
9473	ALICATE REBITADOR	FERRAMENTAL
9474	ALICATE BOMBA D' AGUA 10"	FERRAMENTAL
9482	TALHADEIRA 3/4 X 10	FERRAMENTAL
9505	ENGATE RAPIDO 1/4	OUTROS
9508	PAQUIMETRO AÇO INOX DIGITAL 6"	FERRAMENTAL
9509	MANGUEIRA DE AR 5/16 ROLO C/ 50 MT	OUTROS
9512	CARRINHO ESTEIRA PARA OFICINA	OUTROS
9459	ALICATE TRAVA HOTMONIC. BICO CHATO	FERRAMENTAL
9461	JOGO CINTA SACA FILTRO C/ 5 PÇS 652MM A 102MM	FERRAMENTAL
