PRODUTO	Endereço	Material	Texto breve material	Unidade de medida	 Saldo do sistema 	1ª CONT.	2ª CONT.	3ª CONT.	Posição final Inventariada	Diferença	Custo MÉDIO unitário (base out.) 	Diferença em R$	Total em R$						
2	B-04-05-2B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-05-2B4729			 4.015,20   		
2	B-04-05-3A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-05-3A4729			 4.015,20   		
2	B-04-05-3B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-05-3B4729			 4.015,20   		
2	B-04-05-4A	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-04-05-4A5059			 8.174,40   		
2	B-04-05-4B	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-04-05-4B5059			 8.174,40   		
2	B-04-06-1A	5068	PORTA FUSÍVEL YKF CO-15 C/PROLONGADOR 2KA - CARTUCHO VERMELHO	UND  	720	720			720	0	 R$ 24,92 	 R$ -   	 R$ 17.942,40 	B-04-06-1A5068			 17.942,40   		
2	B-04-06-1B	5068	PORTA FUSÍVEL YKF CO-15 C/PROLONGADOR 2KA - CARTUCHO VERMELHO	UND  	720	720			720	0	 R$ 24,92 	 R$ -   	 R$ 17.942,40 	B-04-06-1B5068			 17.942,40   		
2	B-04-06-2A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-06-2A4729			 4.015,20   		
2	B-04-06-2B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-06-2B4729			 4.015,20   		
2	B-04-06-3A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-06-3A4729			 4.015,20   		
2	B-04-06-3B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-06-3B4729			 4.015,20   		
2	B-04-06-4A	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-04-06-4A5059			 8.174,40   		
2	B-04-06-4B	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-04-06-4B5059			 8.174,40   		
2	B-04-07-1A	4560	CHAVE FUSÍVEL 36kV/100A, C/SUPORTE, CARTUCHO CINZA	UND  	20	20			20	0	 R$ 135,25 	 R$ -   	 R$ 2.705,00 	B-04-07-1A4560			 2.705,00   		
2	B-04-07-1B	5068	PORTA FUSÍVEL YKF CO-15 C/PROLONGADOR 2KA - CARTUCHO VERMELHO	UND  	720	720			720	0	 R$ 24,92 	 R$ -   	 R$ 17.942,40 	B-04-07-1B5068			 17.942,40   		
2	B-04-07-2A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-07-2A4729			 4.015,20   		
2	B-04-07-2B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-07-2B4729			 4.015,20   		
2	B-04-07-3A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-07-3A4729			 4.015,20   		
2	B-04-07-3B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-07-3B4729			 4.015,20   		
2	B-04-07-4A	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-04-07-4A5059			 8.174,40   		
2	B-04-07-4B	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-04-07-4B5059			 8.174,40   		
2	B-04-08-1A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-08-1A4729			 4.015,20   		
2	B-04-08-1B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-08-1B4729			 4.015,20   		
2	B-04-08-2A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-08-2A4729			 4.015,20   		
2	B-04-08-2B	5068	PORTA FUSÍVEL YKF CO-15 C/PROLONGADOR 2KA - CARTUCHO VERMELHO	UND  	625	625			625	0	 R$ 24,92 	 R$ -   	 R$ 15.575,00 	B-04-08-2B5068			 15.575,00   		
2	B-04-08-3A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-08-3A4729			 4.015,20   		
2	B-04-08-3B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-08-3B4729			 4.015,20   		
2	B-04-08-4A	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-04-08-4A5059			 8.174,40   		
2	B-04-08-4B	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	120	120			120	0	 R$ 68,12 	 R$ -   	 R$ 8.174,40 	B-04-08-4B5059			 8.174,40   		
2	B-04-09-1A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-09-1A4729			 4.015,20   		
2	B-04-09-1B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-09-1B4729			 4.015,20   		
2	B-04-09-2A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-09-2A4729			 4.015,20   		
2	B-04-09-2B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-09-2B4729			 4.015,20   		
2	B-04-09-3A	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-09-3A4729			 4.015,20   		
2	B-04-09-3B	4729	CHAVE FUSÍVEL 15kV/100A, S/SUPORTE, CARTUCHO VERMELHO	UND  	56	56			56	0	 R$ 71,70 	 R$ -   	 R$ 4.015,20 	B-04-09-3B4729			 4.015,20   		
2	B-04-09-4A	5059	PARA-RAIOS DISTRIBUIÇÃO 12kV-10kA S/ SUPORTE L C/CAPA DE PROTEÇÃO	UND  	48	48			48	0	 R$ 68,12 	 R$ -   	 R$ 3.269,76 	B-04-09-4A5059			 3.269,76   		
2	B-05-01-1A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-01-1A4529			 1.056,00   		
2	B-05-01-2A	4977	ISOLADOR DE PORCELANA MONOCORPO ANSI 55-5 -13KN BI 115KV	UND  	240	240			240	0	 R$ 4,10 	 R$ -   	 R$ 984,00 	B-05-01-2A4977			 984,00   		
2	B-05-01-3A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-01-3A4529			 1.056,00   		
2	B-05-01-4A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-01-4A4529			 1.056,00   		
2	B-05-02-1A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-02-1A4529			 1.056,00   		
2	B-05-02-1B	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-02-1B4529			 1.056,00   		
2	B-05-02-2A	4977	ISOLADOR DE PORCELANA MONOCORPO ANSI 55-5 -13KN BI 115KV	UND  	240	240			240	0	 R$ 4,10 	 R$ -   	 R$ 984,00 	B-05-02-2A4977			 984,00   		
2	B-05-02-2B	4977	ISOLADOR DE PORCELANA MONOCORPO ANSI 55-5 -13KN BI 115KV	UND  	240	240			240	0	 R$ 4,10 	 R$ -   	 R$ 984,00 	B-05-02-2B4977			 984,00   		
2	B-05-02-3A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-02-3A4529			 1.056,00   		
2	B-05-02-3B	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-02-3B4529			 1.056,00   		
2	B-05-02-4A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-02-4A4529			 1.056,00   		
2	B-05-02-4B	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-02-4B4529			 1.056,00   		
2	B-05-03-1A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-03-1A4529			 1.056,00   		
2	B-05-03-1B	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-03-1B4529			 1.056,00   		
2	B-05-03-2A	4977	ISOLADOR DE PORCELANA MONOCORPO ANSI 55-5 -13KN BI 115KV	UND  	240	240			240	0	 R$ 4,10 	 R$ -   	 R$ 984,00 	B-05-03-2A4977			 984,00   		
2	B-05-03-2B	4977	ISOLADOR DE PORCELANA MONOCORPO ANSI 55-5 -13KN BI 115KV	UND  	240	240			240	0	 R$ 4,10 	 R$ -   	 R$ 984,00 	B-05-03-2B4977			 984,00   		
2	B-05-03-3A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-03-3A4529			 1.056,00   		
2	B-05-03-3B	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-03-3B4529			 1.056,00   		
2	B-05-03-4A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-03-4A4529			 1.056,00   		
2	B-05-03-4B	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-03-4B4529			 1.056,00   		
2	B-05-04-1A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-04-1A4529			 1.056,00   		
2	B-05-04-1B	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-04-1B4529			 1.056,00   		
2	B-05-04-2A	4977	ISOLADOR DE PORCELANA MONOCORPO ANSI 55-5 -13KN BI 115KV	UND  	240	240			240	0	 R$ 4,10 	 R$ -   	 R$ 984,00 	B-05-04-2A4977			 984,00   		
2	B-05-04-2B	4977	ISOLADOR DE PORCELANA MONOCORPO ANSI 55-5 -13KN BI 115KV	UND  	240	240			240	0	 R$ 4,10 	 R$ -   	 R$ 984,00 	B-05-04-2B4977			 984,00   		
2	B-05-04-3A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-04-3A4529			 1.056,00   		
2	B-05-04-3B	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-04-3B4529			 1.056,00   		
2	B-05-04-4A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-04-4A4529			 1.056,00   		
2	B-05-04-4B	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-04-4B4529			 1.056,00   		
2	B-05-05-1A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-05-1A4529			 1.056,00   		
2	B-05-05-1B	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-05-1B4529			 1.056,00   		
2	B-05-05-2A	4977	ISOLADOR DE PORCELANA MONOCORPO ANSI 55-5 -13KN BI 115KV	UND  	240	240			240	0	 R$ 4,10 	 R$ -   	 R$ 984,00 	B-05-05-2A4977			 984,00   		
2	B-05-05-2B	4977	ISOLADOR DE PORCELANA MONOCORPO ANSI 55-5 -13KN BI 115KV	UND  	240	240			240	0	 R$ 4,10 	 R$ -   	 R$ 984,00 	B-05-05-2B4977			 984,00   		
2	B-05-05-3A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-05-3A4529			 1.056,00   		
2	B-05-05-3B	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-05-3B4529			 1.056,00   		
2	B-05-05-4A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-05-4A4529			 1.056,00   		
2	B-05-05-4B	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-05-4B4529			 1.056,00   		
2	B-05-06-1A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-06-1A4529			 1.056,00   		
2	B-05-06-1B	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-06-1B4529			 1.056,00   		
2	B-05-06-2A	4977	ISOLADOR DE PORCELANA MONOCORPO ANSI 55-5 -13KN BI 115KV	UND  	240	240			240	0	 R$ 4,10 	 R$ -   	 R$ 984,00 	B-05-06-2A4977			 984,00   		
2	B-05-06-2B	4977	ISOLADOR DE PORCELANA MONOCORPO ANSI 55-5 -13KN BI 115KV	UND  	240	240			240	0	 R$ 4,10 	 R$ -   	 R$ 984,00 	B-05-06-2B4977			 984,00   		
2	B-05-06-3A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-06-3A4529			 1.056,00   		
2	B-05-06-3B	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-06-3B4529			 1.056,00   		
2	B-05-06-4A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-06-4A4529			 1.056,00   		
2	B-05-06-4B	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-06-4B4529			 1.056,00   		
2	B-05-07-1A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-07-1A4529			 1.056,00   		
2	B-05-07-1B	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-07-1B4529			 1.056,00   		
2	B-05-07-2A	4977	ISOLADOR DE PORCELANA MONOCORPO ANSI 55-5 -13KN BI 115KV	UND  	240	240			240	0	 R$ 4,10 	 R$ -   	 R$ 984,00 	B-05-07-2A4977			 984,00   		
2	B-05-07-2B	4977	ISOLADOR DE PORCELANA MONOCORPO ANSI 55-5 -13KN BI 115KV	UND  	240	240			240	0	 R$ 4,10 	 R$ -   	 R$ 984,00 	B-05-07-2B4977			 984,00   		
2	B-05-07-3A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-07-3A4529			 1.056,00   		
2	B-05-07-3B	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-07-3B4529			 1.056,00   		
2	B-05-07-4A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-07-4A4529			 1.056,00   		
2	B-05-07-4B	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-07-4B4529			 1.056,00   		
2	B-05-08-1A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-08-1A4529			 1.056,00   		
2	B-05-08-1B	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-08-1B4529			 1.056,00   		
2	B-05-08-2A	4977	ISOLADOR DE PORCELANA MONOCORPO ANSI 55-5 -13KN BI 115KV	UND  	240	240			240	0	 R$ 4,10 	 R$ -   	 R$ 984,00 	B-05-08-2A4977			 984,00   		
2	B-05-08-2B	4977	ISOLADOR DE PORCELANA MONOCORPO ANSI 55-5 -13KN BI 115KV	UND  	240	240			240	0	 R$ 4,10 	 R$ -   	 R$ 984,00 	B-05-08-2B4977			 984,00   		
2	B-05-08-3A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-08-3A4529			 1.056,00   		
2	B-05-08-3B	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-08-3B4529			 1.056,00   		
2	B-05-08-4A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-08-4A4529			 1.056,00   		
2	B-05-08-4B	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-08-4B4529			 1.056,00   		
2	B-05-09-1A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-09-1A4529			 1.056,00   		
2	B-05-09-1B	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-09-1B4529			 1.056,00   		
2	B-05-09-2A	4977	ISOLADOR DE PORCELANA MONOCORPO ANSI 55-5 -13KN BI 115KV	UND  	240	240			240	0	 R$ 4,10 	 R$ -   	 R$ 984,00 	B-05-09-2A4977			 984,00   		
2	B-05-09-2B	4977	ISOLADOR DE PORCELANA MONOCORPO ANSI 55-5 -13KN BI 115KV	UND  	240	240			240	0	 R$ 4,10 	 R$ -   	 R$ 984,00 	B-05-09-2B4977			 984,00   		
2	B-05-09-3A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-09-3A4529			 1.056,00   		
2	B-05-09-3B	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-09-3B4529			 1.056,00   		
2	B-05-09-4A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-09-4A4529			 1.056,00   		
2	B-05-09-4B	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-05-09-4B4529			 1.056,00   		
2	B-06-01-1A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-06-01-1A4529			 1.056,00   		
2	B-06-01-2A	3726	ISOLADOR DE PORCELANA ROLDANA ANSI 53-2	UND  	1920	1.920			1920	0	 R$ 0,55 	 R$ -   	 R$ 1.056,00 	B-06-01-2A3726			 1.056,00   		
2	B-06-01-3A	4975	ISOLADOR DE PORCELANA PINO MONOCORPO 15kV N95/3 MARROM ESCURO	UND  	768	768			768	0	 R$ 1,70 	 R$ -   	 R$ 1.305,60 	B-06-01-3A4975			 1.305,60   		
2	B-06-01-4A	4574	ISOLADOR DE PORCELANA DISCO ANSI 52-1 - 165x140mm	UND  	324	324			324	0	 R$ 9,77 	 R$ -   	 R$ 3.165,48 	B-06-01-4A4574			 3.165,48   		
2	B-06-02-1A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-06-02-1A4529			 1.056,00   		
2	B-06-02-1B	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-06-02-1B4529			 1.056,00   		
2	B-06-02-2A	3726	ISOLADOR DE PORCELANA ROLDANA ANSI 53-2	UND  	1920	1.920			1920	0	 R$ 0,55 	 R$ -   	 R$ 1.056,00 	B-06-02-2A3726			 1.056,00   		
2	B-06-02-2B	3726	ISOLADOR DE PORCELANA ROLDANA ANSI 53-2	UND  	1920	1.920			1920	0	 R$ 0,55 	 R$ -   	 R$ 1.056,00 	B-06-02-2B3726			 1.056,00   		
2	B-06-02-3A	4975	ISOLADOR DE PORCELANA PINO MONOCORPO 15kV N95/3 MARROM ESCURO	UND  	768	768			768	0	 R$ 1,70 	 R$ -   	 R$ 1.305,60 	B-06-02-3A4975			 1.305,60   		
2	B-06-02-3B	4975	ISOLADOR DE PORCELANA PINO MONOCORPO 15kV N95/3 MARROM ESCURO	UND  	768	768			768	0	 R$ 1,70 	 R$ -   	 R$ 1.305,60 	B-06-02-3B4975					
2	B-06-02-4A	4574	ISOLADOR DE PORCELANA DISCO ANSI 52-1 - 165x140mm	UND  	324	324			324	0	 R$ 9,77 	 R$ -   	 R$ 3.165,48 	B-06-02-4A4574					
2	B-06-02-4B	4574	ISOLADOR DE PORCELANA DISCO ANSI 52-1 - 165x140mm	UND  	324	324			324	0	 R$ 9,77 	 R$ -   	 R$ 3.165,48 	B-06-02-4B4574					
2	B-06-03-1A	4529	ISOLADOR DE PORCELANA PINO MULTICORPO 34,5kV MARROM ANSI-56-3	UND  	64	64			64	0	 R$ 16,50 	 R$ -   	 R$ 1.056,00 	B-06-03-1A4529					
