Material	Descrição do item	Código NCM	Preço R$
8420	RODIZIO FIXO REVESTIDO RODA AMARELA	8716.90.90	R$ 170,00
8421	RODIZIO GL REVESTIDO RODA AMARELA	8716.90.90	R$ 265,00
9085	RODO 60 CM	9603.90.00	R$ 9,99
10192	RODO DE ALUMÍNIO 40CM	9603.90.00	R$ 0,00
9553	RODO LV VIDRO ALUMINIO 35 CM	9603.90.00	R$ 56,99
6412	RODO MADEIRA 40 CM	9603.90.00	R$ 9,99
8715	ROLAMENTO	8708.99.90	R$ 0,00
5929	ROLDANA PARA ESCADA	8431.10.10	R$ 23,00
9098	ROLETE P/ ZT-210 / ZT-220 / ZT-230	8443.99.49	R$ 480,00
6264	ROLO DE 23 CM DE LÃ ANTIGOTAS C/ CABO ATLAS	9603.40.10	R$ 0,00
6265	ROLO DE 5CM ATLAS	9603.40.10	R$ 0,00
10098	ROLO DE PAPEL PARDO 90CM X 10M	4802.56.10	R$ 0,00
9018	ROLO DE SACO PLÁSTICO 30X40	3926.90.90	R$ 35,98
7348	ROTEADOR EA6200-BR GIGABIT WI-FI AC 1200MBPS DUAL-BAND	8517.62.41	R$ 0,00
5033	ROTEADOR WIFI	8517.62.41	R$ 378,00
8190	ROTEADOR WIRELESS 4 PORT. DUAL BAND AC1200	8517.62.41	R$ 376,00
10145	ROTULA DIREÇÃO	7318.29.00	R$ 0,00
6109	ROTULADOR BROTHER PT-80	8443.19.90	R$ 0,00
9038	SABÃO EM PEDRA	3401.19.00	R$ 8,99
8631	SABÃO EM PÓ - 5KG	3401.20.90	R$ 28,72
8708	SABÃO EM PÓ KG	3402.20.00	R$ 8,99
5131	SABONETE LÍQUIDO 5L	3401.30.00	R$ 11,99
8674	SACO A VACUO 20 X 30 X 012 - 500 UN	3923.21.10	R$ 192,39
9590	SACO A VACUO 22 X 30 X 012 - 500 UN	3923.21.10	R$ 158,75
8677	SACO A VACUO 30 X 40 X 012 - 500 UN	3923.21.10	R$ 336,39
9865	SACO A VACUO 35 X 45 X 012 C/ 500	3923.21.10	R$ 306,89
5697	SACO DE AREIA 10 LITROS	6506.99.00	R$ 2,22
10226	SACO DE LIXO - 100L - AZUL C/100	3923.21.90	R$ 53,00
10227	SACO DE LIXO - 100L - BRANCO C/100	3923.21.90	R$ 53,00
10629	SACO DE LIXO - 240 L C/100	3923.21.90	R$ 0,00
9714	SACO DE LIXO - 240 L C/50	3923.21.90	R$ 123,90
8617	SACO DE LIXO - 60 LT PCT 50	3923.29.10	R$ 18,90
10380	SACO DE LIXO - 60L C/ 100	3923.21.90	R$ 25,99
8629	SACO DE LIXO - AZUL 20 LT	3923.21.90	R$ 18,00
5980	SACO DE LIXO 100L - C/ 100	3923.21.90	R$ 19,99
8868	SACO DE LIXO 105 L C/100 UND	3923.21.90	R$ 25,00
5981	SACO DE LIXO 20 LT C/ 100 UNIDADES	3923.21.90	R$ 15,99
9336	SACO DE LIXO 200 L - C/100	3923.21.90	R$ 65,00
6415	SACO DE LIXO 200L MÉDIO PRETO	3923.21.90	R$ 30,67
9982	SACO DE LIXO 30 L	3923.21.90	R$ 17,00
10195	SACO DE LIXO 300L	3923.21.90	R$ 100,00
10630	SACO DE LIXO 300L MÉDIO PRETO C/100	3923.21.90	R$ 0,00
9715	SACO DE LIXO 40 L - C/50	3923.21.90	R$ 10,75
10196	SACO DE LIXO 40L C/ 100	3923.21.90	R$ 11,11
9981	SACO DE LIXO 50 L - C/50	3923.21.90	R$ 24,96
9442	SACO DE LIXO AMARELO - 60 L C/100	3923.21.90	R$ 29,90
9443	SACO DE LIXO AZUL - 60 L C/100	3923.21.90	R$ 29,90
7690	SACO DE LIXO DE 100 LITROS UNIDADE	3923.21.90	R$ 19,99
9444	SACO DE LIXO PRETO - 20 L C/100	3923.21.90	R$ 10,00
9356	SACO DE LIXO REFORÇADO DE 100 L - RL	3923.21.90	R$ 45,99
9441	SACO DE LIXO VERDE - 60 L C/100	3923.21.90	R$ 29,90
9440	SACO DE LIXO VERMELHO - 60L C/100	3923.21.90	R$ 29,90
6792	SACO DE PANO P/ LIMPEZA TAM. G	6307.10.00	R$ 2,82
3974	SACO DE PLÁSTICO BOLHA REF.45 X 34CM	3926.90.90	R$ 260,00
9076	Saco de Plastico em Rolo Picotado	3923.40.00	R$ 0,00
8752	SACO DE RÁFIA 50X75cm C/ 50 UNIDADES	6305.33.90	R$ 70,73
7539	SACO DE TURFA	0511.99.99	R$ 79,90
8964	SACO P/ LIXO 60 LT AMARELO C/100 UN	3923.29.10	R$ 47,90
8963	SACO P/ LIXO 60 LT AZUL C/100 UN	3923.29.10	R$ 22,90
8962	SACO P/ LIXO 60 LT MARROM C/100 UN	3923.29.10	R$ 39,90
8961	SACO P/ LIXO 60 LT VERDE C/100 UN	3923.29.10	R$ 22,90
8965	SACO P/ LIXO 60 LT VERMELHO C/100 UN	3923.29.10	R$ 22,90
10258	SACO PLÁST. OFÍCIO 04 FUROS 0,12 MM GR C/ 100 UNIDS	3923.21.10	R$ 32,13
9389	SACO PLÁSTICO 04 FUROS OF C/400	3923.21.10	R$ 140,00
10243	SACO PLÁSTICO EM POLIETILENO - 100 L	3923.21.10	R$ 0,00
4008	SACO PLÁSTICO OF. 04 FUROS 0,12 MM GR  C/ 50 UNIDADES	3923.21.10	R$ 0,21
8601	SACO PLÁSTICO VIRG 0,15 - 35X45 (KG)	3923.21.10	R$ 31,90
8748	SACO PLÁSTICO VIRG 0.12  28X45	3923.21.90	R$ 33,20
9398	SACO PLÁSTICO VIRG 0.12  28X45 (1 KG)	3923.21.90	R$ 32,90
10370	SACO POLIET (INVOLUCRO) ARM MED FRAUDADO	3917.29.00	R$ 0,00
5845	SACOLA NYLON DUBLADO PARA PROTETOR FACIAL	4202.22.20	R$ 35,40
9850	SAL REFINADO 1 KG	2501.00.20	R$ 1,19
10080	SAMSUNG TAB A T295	8471.30.19	R$ 1.190,86
8514	SANDUICHEIRA E GRILL BRITÂNIA PRESS INOX - PRETO/INOX	8516.79.90	R$ 123,00
9506	SANGRADOR DE FREIO REF 106600	8714.94.90	R$ 0,00
9116	SAPATA AJUSTAVEL TUBO 32 MM	7308.40.00	R$ 39,20
10089	SAPATA DE FREIO	8708.30.90	R$ 175,00
5930	SAPATA PARA ESCADA EXTENSÍVEL	4008.29.00	R$ 24,75
7912	SAPATA PARA ESCADA SINGELA	4008.29.00	R$ 24,75
8825	SAPÓLIO CREMOSO	3405.40.00	R$ 5,00
8669	SAQUINHO PARA MASCARA DE TECIDO	6307.90.90	R$ 1,00
7589	SCANNER PORTÁTIL DE MÃO WIRELESS ALTA RESOLUÇÃO USB	8471.90.14	R$ 0,00
9746	SEC,PREF,CERCA FARP, 3.26-4.11MM,D730.04	7419.99.90	R$ 0,00
4236	SELO DE ALTA SEGURANÇA PERSONALIZADO INMETRO ( VOID )	4907.00.90	R$ 0,00
9004	SENSOR DE PORTA INVISIVEL SEM IMA	8544.42.00	R$ 59,13
9009	SENSOR DE VIOLAÇÃO DO PAINEL S/ IMA	8544.42.00	R$ 18,10
8535	SENSOR IVP 5002 PET	8543.70.99	R$ 95,45
8281	SERRA	8202.10.00	R$ 0,00
9840	SERRA JACK OU PODADOR	8202.10.00	R$ 130,00
8503	SERRA TIPO COPO DE 48MM	8202.99.90	R$ 34,55
8213	SERROTE	8202.10.00	R$ 0,00
6661	SERROTE PODADOR DE GALHOS C SERROTE S CABO	8202.10.00	R$ 124,37
10326	SILICONE TRANSPARENTE 280G - TEKBOND	3506.10.90	R$ 16,37
10332	SINALIZADOR AUDIO VISUAL CONVENCIONAL	8531.10.90	R$ 0,00
9948	SINALIZADOR DE CONE - SOLAR	8708.99.90	R$ 0,00
8531	SINALIZADOR DE GARAGEM DE LED C/BIP BIVOLT	8531.80.00	R$ 141,15
9734	SINALIZADOR VIARIO C/ FOTOCELULA	3926.90.90	R$ 0,00
9001	SIRENE	8531.10.90	R$ 18,11
8813	SIRENE ELETROMECANICA 250MTS BIVOLT BEATEK	8531.80.00	R$ 209,36
9174	SIRENE MARCHA RÉ	8531.10.90	R$ 0,00
8538	SIRENE PIEZZO PRETA (PKR)	8512.30.00	R$ 23,31
9272	SIRENE RE 12V- 24V BIVOLT 1TOM PIEZO ARPE PROVA	8708.99.90	R$ 0,00
8074	SISTEMA CALIBRACAO,TRIF,PORT,0,5-PTS3.3C	9028.30.11	R$ 0,00
9719	SISTEMA DE IDENTIFICAÇÃO MANUAL P/ FIOS - UNIMARK	7318.22.00	R$ 0,00
10342	SK-7000 MULTIMETER-CLAMP	9030.32.00	R$ 0,00
10567	SLZ 2/23, Luva ThermoMark para fios de 2,5 a 6,0mm2	3926.90.90	R$ 115,77
11214	SLZ 2/23, LUVA THERMOMARK PARA FIOS DE 2,5 A 6,0MM² - COMPRIMENTO 23MM, DIAMETRO 3,4 A 4,5MM	3926.90.90	R$ 0,00
10568	SLZ 3/23, Luva ThermoMark para fios de 10 a 16mm2	3926.90.90	R$ 143,01
11193	SMART TV LED 32 HD LG 32LM 621 PRO 3 HDMI 2 USB WI-FI THING	8528.72.00	R$ 0,00
9228	SMARTPHONE ALCATEL 5033J - PAALBR 1 - PRETO	8517.12.31	R$ 0,00
7036	SMARTPHONE ALCATEL OT-4009I PIXI 4 3,5 DUAL PRETO	8517.12.31	R$ 390,00
9591	SMARTPHONE LG K8 + 16GB - CÂMERA FRONTAL 5MP	8517.12.31	R$ 997,80
8686	SMARTPHONE LG K8 +16GB DUAL CHIP TELA 5.0 ANDROID 7.0 PLATINUM	8517.12.31	R$ 1.008,00
8787	SMARTPHONE MOTOROLA MOTO E6 PLAY XT2029-3	8517.12.31	R$ 0,00
10225	SMARTPHONE MULTILASER F PRO 16GB 4G	8517.12.31	R$ 0,00
8676	SMARTPHONE MULTILASER MS40G DUAL SIM	8517.12.31	R$ 370,00
9399	SMARTPHONE POSITIVO TWIST 3 MINI S431B 16GB GRAFITE	8517.12.31	R$ 0,00
9989	SMARTPHONE SAMSUNG A52	8517.12.31	R$ 0,00
8999	SMARTPHONE SAMSUNG GALAXY A01	8517.12.31	R$ 900,00
9605	SMARTPHONE SAMSUNG GALAXY A10	8517.12.31	R$ 1.399,99
8782	SMARTPHONE SAMSUNG GALAXY A10S	8517.12.31	R$ 1.105,00
10000	SMARTPHONE SAMSUNG GALAXY A12	8517.12.31	R$ 1.213,25
8062	SMARTPHONE SAMSUNG GALAXY A20	8517.12.31	R$ 1.560,00
8788	SMARTPHONE SAMSUNG GALAXY J2 CORE	8517.12.31	R$ 750,00
7822	SMARTPHONE SAMSUNG GALAXY J6 PLUS	8517.12.31	R$ 1.071,69
7624	SMARTPHONE SAMSUNG GALAXY J7 NEO	8517.12.31	R$ 0,00
9550	SMARTPHONE SAMSUNG GALAXY S10+ 128GB BRANCO	8517.12.31	R$ 0,00
7433	SMARTPHONE SAMSUNG GALAXY-J7 PRIME	8517.12.31	R$ 0,00
8409	SMARTPHONE SEMP GO 5E 5515 DUAL PRETO	8517.12.31	R$ 476,64
10022	SOFÁ CAMA PARA CAMINHÃO	9401.61.00	R$ 1.450,00
10327	SOLDA ESTANHO FLUXO RA (t2) 60x40 1mm - ROLO AZUL 250g	3506.10.90	R$ 132,76
4838	SOLDA FIO BASE ESTANHO RESINADO 500G 1.5	8001.20.00	R$ 60,00
8459	SOLDA FOSCOPER (UN) REDONDA	7403.29.00	R$ 109,00
9068	Solução de Bateria	2807.00.10	R$ 0,00
9074	Solupan 5 L	3402.11.90	R$ 16,99
8487	SOLVENTE DESPLACANT DE TINTAS PASTOSO 0,900 LITROS	3814.00.90	R$ 12,00
9463	SOPRADOR TERMICO 1800W 127V	8467.29.99	R$ 325,00
4663	SOQUETE 13 MM P/CHAVE CATRACA	8204.20.00	R$ 18,00
9329	SOQUETE 14 MM P/CHAVE CATRACA	8204.20.00	R$ 29,56
6290	SOQUETE ANTIVIBRATORIO T8	8536.61.00	R$ 1,30
8144	SPIRADEL DIAMETRO 18MM PRETO 3/4	3925.90.90	R$ 12,52
11239	SPIRAL TUBO 1/4 PT PRETO HELLERMANN	3926.90.90	R$ 0,00
8051	SPRAY LUBRIFICANTE LATA	3403.99.00	R$ 5,30
9843	SSD 120G	8523.51.90	R$ 225,00
10108	SSD 240GB	8523.51.90	R$ 395,00
10505	SUBDUTO LISO QUADRUPLO PEAD 32 X 3MM (CINTADO)	3917.21.00	R$ 25,90
10504	SUBDUTO LISO QUADRUPLO PEAD 32X 3MM (CINTADO)	3917.21.00	R$ 25,90
10657	SUC MED ELETR BR 100A,120V,1E,2F E-EM04	8548.90.90	R$ 0,00
10654	SUC MED ELETR BR 100A,120V,3E,4F E-EM04	8548.90.90	R$ 0,00
10653	SUC MED ELETR BR 120A,120V,2E,3F E-EM0	8548.90.90	R$ 0,00
10658	SUCATA MED ELET GERD,TRI 200A,120V,3E,4F	8548.90.90	R$ 0,00
8035	SUGADOR DE SOLDA	8414.10.00	R$ 48,40
10443	SUP P EST VERTICAL 300MM TIPO U	7308.20.00	R$ 33,23
9958	SUPER CONE	3926.90.90	R$ 0,00
9138	SUPER IMÃ NEODÍMIO 40X20X10MM BLOCO - SUPER EXTRA FORTE IM02	8505.11.00	R$ 40,00
9354	SUPERLACO 1/2'' 2R P/1MC/SAP. E GO 2 T CAPAC. 45	3923.40.00	R$ 280,00
5884	SUPLEMENTO ISOTÔNICO EM PÓ SUDRAT 10G	2106.90.30	R$ 0,00
9163	SUPORTE	3926.90.90	R$ 0,00
8453	SUPORTE C/VISOR P/CAPACETE INC CA25721	3926.90.90	R$ 82,00
10188	SUPORTE CELULAR VEICULAR TRAVA AUTO ANTI QUEDA	7326.90.90	R$ 0,00
8991	SUPORTE DE CALÇO	8708.99.90	R$ 85,00
9929	SUPORTE DE CELULAR 360º DE SILICONE P/ BICICLETA MOTO BIKE	3926.90.90	R$ 0,00
9073	Suporte de Escova Lavatina	9603.90.00	R$ 0,00
8418	SUPORTE DE EXTINTOR PARA PAREDE	7326.19.00	R$ 10,00
8113	SUPORTE DE PAPEL HIGIÊNICO ROLÃO	3925.90.90	R$ 55,60
8878	SUPORTE DE SOLO TRIPÉ C/ PLACA AP/CO2	7326.19.00	R$ 38,00
8893	SUPORTE DE SOLO TRIPÉ C/ PLACA P4 E P6	7326.19.00	R$ 38,00
9696	SUPORTE DE TETO PARA PROJETOR	7326.90.90	R$ 102,00
11194	SUPORTE DE TV P/ PAREDE 32"	7326.90.90	R$ 0,00
8619	SUPORTE FIBRA GERAL ARTIC. DUPLAS	9603.90.00	R$ 28,99
3761	SUPORTE L PADRÃO NEMA P/PARA-RAIOS	8535.40.10	R$ 7,30
10663	Suporte L para antena Maria mole (B-3025)	8517.12.11	R$ 0,00
11247	SUPORTE L PARA ESTEIRA VERTICAL	7308.20.00	R$ 0,00
10438	SUPORTE L PARA ESTEIRA VERTICAL (D-133-00)	7308.20.00	R$ 29,40
9093	SUPORTE MOP LIMPA VIDRO COM REFIL	9603.90.00	R$ 0,00
9094	SUPORTE MOP PARA FIBRA	6307.10.00	R$ 0,00
3896	SUPORTE P/ DUREX MÉDIO 12X33	3926.10.10	R$ 0,00
9132	SUPORTE P/ FIXACAO DO RODAPE DE AND	7308.40.00	R$ 7,50
7071	SUPORTE P/ LED - 5MM	8538.90.90	R$ 0,00
9504	SUPORTE P/ MOTOR C/ BARRA	7326.90.90	R$ 498,00
8170	SUPORTE P/ PAPEL HIGIENICO ROLÃO	3922.90.00	R$ 39,90
8171	SUPORTE P/ PAPEL TOALHA - BOBINA	3922.90.00	R$ 198,49
8133	SUPORTE P/BRACADEIRA FITA 9MM 3.401 PRETO	3926.90.90	R$ 0,47
8749	SUPORTE P/NOTEBOOK	8302.50.00	R$ 69,90
9266	SUPORTE PARA CALÇO	8708.99.90	R$ 0,00
9267	SUPORTE PARA CONE	8708.99.90	R$ 220,00
8995	SUPORTE PARA CONE	8708.99.90	R$ 220,00
9872	SUPORTE PARA CONE COM ADAPTADOR PARAFUSO	8547.90.00	R$ 0,00
9836	SUPORTE PARA CONE DE SINALIZAÇÃO DISCO METÁLICO	8547.90.00	R$ 58,24
8398	SUPORTE PARA COPO DESCARTÁVEL	3924.10.00	R$ 11,20
10091	SUPORTE PARA CPU	9403.30.00	R$ 62,00
9801	SUPORTE PARA FERRO DE SOLDA	8302.49.00	R$ 47,90
3909	SUPORTE PARA FIXAÇÃO DOS MODULOS CONTROLE	8538.90.90	R$ 2,15
3910	SUPORTE PARA FIXAÇÃO DOS MODULOS MEDIDA	8538.90.90	R$ 2,62
3911	SUPORTE PARA FIXAÇÃO DOS MÓDULOS RF	8538.90.90	R$ 2,26
3907	SUPORTE PARA MACROMEDIÇÃO	8538.90.90	R$ 9,50
7965	SUPORTE PARA MONITOR C/ 2 GAVETAS PRETO/BRANCO	9403.30.00	R$ 73,22
3994	SUPORTE PARA NOTEBOOK OCTOO	8473.30.99	R$ 50,00
9027	SUPORTE PARA PAPEL TOALHA	3922.90.00	R$ 0,00
6268	SUPORTE PARA ROLO	7326.90.90	R$ 0,00
9824	SUPORTE PARA SERRA COPO	8202.99.90	R$ 17,25
8399	SUPORTE SIMPLES ACRÍLICO P/ DOCUMENTOS	3926.10.00	R$ 15,40
10354	SUPORTE TRIPÉ MÓVEL	7326.19.00	R$ 30,00
8197	SUPORTE UNIVERSAL ARTICULADO FLEXÍVEL - VEX CLIP	3926.90.90	R$ 29,90
10353	SUPORTE VEICULAR FIXO	7326.19.00	R$ 70,00
8793	SUPORTE VEICULAR P1 FIAT	7326.90.90	R$ 20,00
8794	SUPORTE VEICULAR PQS 4/6 KG	7326.90.90	R$ 45,00
8332	SUPORTE-GUIA ESTICADOR	8431.49.29	R$ 0,00
8744	SUSPENSÃO PLÁSTICA P/CAPACETE	6506.10.00	R$ 3,50
6278	SUVINIL PISO AMARELO	3209.10.10	R$ 550,00
5002	SWITCH 8 PORTAS 10/100 MBPS	8517.62.39	R$ 1.935,00
8198	SWITCH DELL X1026 24 PORTAS 10/100/1000 + 2SFP 210-ADPL-00RF	8517.62.39	R$ 2.478,00
8757	SWITCH TP-LINK 16P 10/100/1000 MBPS TL-SG1016D	8517.62.39	R$ 515,00
5904	TABLET SAMSUNG GALAXY TAB2 7.0 16 GB 3G	9999.99.99	R$ 0,00
4728	TACÓGRAFO DE DISCO 125KM P/ 24 HORAS	4823.40.00	R$ 26,00
4619	TACÓGRAFO DE DISCO 125KM P/ 7 DIAS	4823.40.00	R$ 42,00
4624	TACÓGRAFO DE DISCO 180KM P/ 7 DIAS	4823.40.00	R$ 42,00
8975	TALA AMARADA EM E.V.A - TAM M	9021.10.20	R$ 11,01
8973	TALA ARAMADA EM E.V.A - TAM PP	9021.10.20	R$ 10,99
9020	TALA ARAMADA EM EVA - TAM G	9021.10.20	R$ 11,01
8974	TALA ARAMADA EM EVA - TAM P	9021.10.20	R$ 10,99
9937	TALABARTE DE POSICIONAMENTO SERVEQ REF 120168R001	5607.50.90	R$ 0,00
3627	TALABARTE REGULÁVEL, REF. SPL032AJ-DA SP	5607.50.90	R$ 204,75
9464	TALHA 1000 KGS C/3 MTS CORRENTE	8425.19.10	R$ 510,00
9482	TALHADEIRA 3/4 X 10	8205.59.00	R$ 11,00
5512	TALHADEIRA DE AÇO 150/16	8205.59.00	R$ 45,00
4892	TALHADEIRA TIPO CORTA CHÃO DE 100X350MM	8205.59.00	R$ 17,00
6572	TAMBOR DE IMAGEM LASERJET HP 126A (CE 314A)	8443.99.33	R$ 0,00
8262	TAMPA CEGA (22X15 cm)	3925.90.90	R$ 0,00
8277	TAMPA CEGA CONDTOP MODELO NOVO DE 3/4 E 1"	7609.00.00	R$ 8,06
6122	TAMPA DE BORNE EPCDS6U	8536.90.90	R$ 0,00
5127	TAMPA DE BORNE PARA MEDIDOR MONOFÁSICO	9028.90.10	R$ 0,00
9920	TAMPA DE ESGOTO EM FERRO FUNDIDO	7325.10.00	R$ 0,00
4848	TAMPA SEG EM FERRO P/CAIXA DE MEDIDOR BI-TRI	7325.10.00	R$ 8,34
10118	TAMPA SUP PINO REI (LD)	8716.90.90	R$ 0,00
10132	TAMPA SUP PINO REI (LE)	8431.20.11	R$ 0,00
4846	TAMPAS DE BORNE D8L/T8L	8529.90.90	R$ 6,93
4847	TAMPAS DE BORNE POLIFÁSICO	8529.90.90	R$ 6,93
10015	TANQUE DE COMBUSTIVEL EM POLITILENO	8421.23.00	R$ 0,00
9212	TAPETE BORRACHA ISOLANTE 50X50 CM	6403.40.00	R$ 445,00
9166	TAPETE CONSTELLATION ADVANTECH PRETO	5702.92.00	R$ 0,00
9789	TAPETE DE BORRACHA	4017.00.00	R$ 0,00
8783	TAPETE DE VINIL PERSONALIZADO 1,85 x 88cm x 14mm ESPESSURA	3918.10.00	R$ 150,00
8571	TAPETE DE VINIL PERSONALIZADO 2,00 x 80cm x 14mm ESPESSURA	3918.10.00	R$ 360,67
8802	TAPETE ISOLANTE BORRACHA 3X1M	8547.90.00	R$ 0,00
8814	TAPETE ISOLANTE ELÉTRICO 50Kv 1000 X 1000 X 6,4 MM	8546.90.00	R$ 276,00
9866	TAPETE ISOLANTE ELÉTRICO CLASSE 2	8546.90.00	R$ 182,00
10234	TAPETE ISOLANTE ELÉTRICO CLASSE 2 4,8X1000X1000MM	8546.90.00	R$ 250,00
9207	TAPETE PARA DEMARCAÇÃO DE EXTINTOR DE INCÊNCIO	5705.00.00	R$ 190,00
9108	TAPETE SANITIZANTE	3918.10.00	R$ 58,90
9240	TARIFA	9999.99.99	R$ 0,00
6115	TC - TRAFO CORRENTE BCS10B	8504.31.11	R$ 0,00
9549	TC, INT, 0.6KV,200/5A,0,3FT2,D11101.3	8504.31.11	R$ 0,00
9571	TC, INT,0,6KV,400/5A,0,3FT2,D11101,3	8504.31.11	R$ 0,00
9568	TC,INT, 15KV,20/5A,0,3FTI,5,D11102,5	8504.31.11	R$ 0,00
9322	TC,INT,15KV,10/5A,0,3FTI,5,D11102,5	8504.31.11	R$ 0,00
9569	TC,INT,15KV,20/5A,0,3FT1,5,D11102,5	8504.31.11	R$ 0,00
9321	TC,INT,15KV,20/5A,0,3FTI,5,D11102,5	8504.31.11	R$ 0,00
9570	TC,INT,15KV,40/5A,0,3FTI,5,D11102,5	8504.31.11	R$ 0,00
9744	TD,1P,7.97-0.22kV,10KVA,GST01/609	8504.31.19	R$ 0,00
9743	TD,2P,13.8-0.22kV,10KVA,GST01/601	8504.31.19	R$ 0,00
9733	TD,3P,13.8-0.38/0.22kV	8504.32.29	R$ 0,00
9742	TD,3P,13.8-0.38/0.22kV,112.5KVA,FP	8504.21.00	R$ 0,00
4928	TÊ SOLDÁVEL PVC 20MM	3917.40.90	R$ 0,63
9531	TECLADO E MOUSE USB SIMPLES	8471.60.52	R$ 48,00
6796	TECLADO P/ USB COR PRETO	8471.60.52	R$ 44,50
9008	TECLADO TEXTO LIVRE SMART - VERSÃO 5.XX	8543.70.99	R$ 886,58
9584	TECRYL T-103 IMPERM 18KG	3208.10.10	R$ 195,90
9173	TEE EMENDA	8708.70.90	R$ 0,00
8610	TELA PARA MICTÓRIO	3922.90.00	R$ 8,00
10639	TELEFONE C/ FONE DE OUVIDO HEADSET HSB-50 INTELBRAS	8517.11.00	R$ 0,00
3970	TELEFONE FIXO COM FIO	8517.18.91	R$ 69,00
8511	TELEFONE PANASONIC S/ FIO DECT 6.0 KXTGB110LB C/ IDENTIFICADOR DE CHAMADAS	8517.11.00	R$ 126,00
9847	TEMPERO PRONTO	1902.30.00	R$ 1,39
5657	TENDA PIRAMIDAL PVC 6X3	9999.99.99	R$ 0,00
11251	TERMI DE EST SIMPLES 300MM	7308.20.00	R$ 0,00
11254	TERMINACAO DE ESTEIRA U PARAF 300MM	7308.20.00	R$ 0,00
11255	TERMINACAO DE ESTEIRA/PAREDE TIPO U PARAFUSADA 300MM	7308.20.00	R$ 0,00
8333	TERMINAL AÉREO GALVANIZADO A FOGO (H=60cm) 16mm²	7210.41.90	R$ 0,00
4229	TERMINAL AGULHA 1.5-2.5MM² (AZUL)	8536.69.90	R$ 0,14
8259	TERMINAL AGULHA 10mm	8536.69.90	R$ 0,75
8145	TERMINAL AGULHA 4.0-6.0 MM AMARELO	8536.69.90	R$ 0,58
8261	TERMINAL AGULHA 4mm	8536.69.90	R$ 17,50
8260	TERMINAL AGULHA 6mm	8536.69.90	R$ 17,50
7999	TERMINAL ANEL 10,00MM²	8535.90.00	R$ 0,00
9283	TERMINAL ANGULAR DE PRESSAO 90 3/8	8536.69.90	R$ 0,00
8000	TERMINAL COMPR BOCA ESPAN 1F/1C 095MM²	8535.90.00	R$ 0,00
9294	TERMINAL COMPRES.10MM 1F/1C	8536.69.90	R$ 0,00
8440	TERMINAL COMPRESSAO 1F/1C 50MM TM-50-10	8536.69.90	R$ 2,98
3916	TERMINAL FEMEA, 7 x 5MM (CONEXÃO SWITCH)	8536.69.90	R$ 0,25
10206	TERMINAL GARFO 0.5 - 1.5MM AZUL	8536.69.90	R$ 0,00
8445	TERMINAL GARFO 0.5 - 1.5MM VERMELHO	8536.69.90	R$ 0,23
10430	TERMINAL ILHOS C/ISO 10MM2 VM	8535.90.90	R$ 0,42
10543	TERMINAL ILHOS C/ISO 10MM2 VM H10,022DR	8535.90.00	R$ 0,34
11141	TERMINAL ILHOS C/ISO 10MM2 VM H10,022DR	8535.90.90	R$ 0,00
9281	TERMINAL LATERAL CENTRAL DE PRESSAO 3/8"	8535.90.00	R$ 0,00
10586	TERMINAL MEC.TA-16 4AWG	8535.90.90	R$ 4,58
11219	TERMINAL MECANICO 16MM	8535.90.90	R$ 0,00
4942	TERMINAL MONOFASICO DE CONSULTA DE CONSUMO DE ENERGIA	8547.20.90	R$ 30,30
6025	TERMINAL OLHAL 0,5 - 1,5	8535.90.00	R$ 0,00
8048	TERMINAL OLHAL 0,8MM	8535.90.00	R$ 0,00
8142	TERMINAL OLHAL 0.5-1.5 MM	8536.69.90	R$ 0,13
6059	TERMINAL OLHAL 1,5 - 3,0	8535.90.00	R$ 0,00
11175	TERMINAL OLHAL 1,50-2,50MM	8535.90.90	R$ 0,00
10607	TERMINAL OLHAL 1,50-2,50MM (16-14AWG) PRE-ISOLADO AZ 1 FURO F=5MM 3/16 (M5) -A-1006-5R-AXT	8535.90.90	R$ 19,30
11174	TERMINAL OLHAL 16MM	8535.90.90	R$ 0,00
10606	TERMINAL OLHAL 16MM (6AWG) PRE-ISOLADO AZ 1 FURO F=8MM 5/16 (M8) -A-1017-8-AXT	8535.90.90	R$ 335,40
8471	TERMINAL OLHAL 35MM VERMELHO	8536.69.90	R$ 3,34
10204	TERMINAL OLHAL 4.0-6.0mm AMARELO	8536.69.90	R$ 0,65
8273	TERMINAL OLHAL 4.0-6.0mm AMARELO (FURO 1/4)	8536.69.90	R$ 0,58
9291	TERMINAL OLHAL 4.0-6.0MM AMARELO (FURO 3/16)	8536.69.90	R$ 0,00
9723	TERMINAL OLHAL 4mm² AMARELO	8535.90.00	R$ 1,20
10537	TERMINAL OLHAL C/ISO  4MM 6MM2 AM	8535.90.90	R$ 0,58
10538	TERMINAL OLHAL C/ISO F=10MM 6MM2 AM	8535.90.90	R$ 0,80
10548	TERMINAL OLHAL C/ISO F=4MM 6MM2 AM	8535.90.90	R$ 0,58
11142	TERMINAL OLHAL C/ISO F=4MM 6MM2 AM TP64	8535.90.90	R$ 0,00
10544	TERMINAL OLHAL C/ISO F=5MM 2,5MM2 AZ TP2,55	8535.90.00	R$ 0,30
9720	TERMINAL PINO 4mm² AMARELO	8535.90.00	R$ 0,64
8848	TERMINAL PINO C/ ISOL 16MM² AZ TPP-16-16	8535.90.00	R$ 1,18
